layer_idx,layer_magnitude,token_rank,token,steering_score,antipodal_score,score_ratio,normalized_score
-2,0.31622776,24,。。,1.8485367,0.2063600718975067,8.957821,5.8455863
-2,0.31622776,25,其次,1.8442311,0.0,184423120.0,5.831971
-2,0.31622776,26,Odd,1.8420918,0.0,184209180.0,5.825206
-2,0.31622776,27,"!""",1.838111,0.9990653991699219,1.8398305,5.8126173
-2,0.31622776,28,,1.8359165,1.2666962146759033,1.449374,5.805678
-2,0.31622776,29,_o,1.8215604,0.0,182156030.0,5.7602797
-2,0.31622776,30,Lastly,1.820304,0.0,182030400.0,5.7563066
-2,0.31622776,31,უფროს,1.8174816,0.0,181748160.0,5.7473817
-2,0.31622776,32,oddly,1.8100228,0.0,181002290.0,5.723795
-2,0.31622776,33,.”,1.8064296,0.9922648668289185,1.8205116,5.712432
-2,0.31622776,34,Ore,1.8046551,0.0,180465500.0,5.7068205
-2,0.31622776,35,☆,1.8006043,0.7298746109008789,2.467005,5.6940107
-2,0.31622776,36,,1.7993371,1.2666962146759033,1.4204962,5.690004
-2,0.31622776,37,"%"",",1.7802831,1.0927410125732422,1.6291903,5.6297493
-2,0.31622776,38,,1.7799504,1.2666962146759033,1.4051912,5.6286974
-2,0.31622776,39,"}"")",1.7767265,1.1568078994750977,1.5358872,5.6185026
-2,0.31622776,40,,1.7763717,1.2666962146759033,1.402366,5.6173806
-2,0.31622776,41,Zero,1.7742753,0.0,177427540.0,5.610751
-2,0.31622776,42,"..."")",1.7709131,0.0,177091310.0,5.600119
-2,0.31622776,43,,1.76995,1.2666962146759033,1.3972964,5.5970736
-2,0.31622776,44,_roles,1.7645042,0.0,176450420.0,5.579852
-2,0.31622776,45,ontzettend,1.7527297,0.0,175272960.0,5.542618
-2,0.31622776,46,Asc,1.7513427,0.0,175134270.0,5.538232
-2,0.31622776,47,ელობის,1.749937,0.0,174993710.0,5.533787
-2,0.31622776,48,Top,1.7440604,0.0,174406050.0,5.5152035
-2,0.31622776,49,°,1.7437742,1.2305607795715332,1.4170566,5.514298
-2,0.31622776,50,પાછળ,1.7412748,0.0,174127490.0,5.5063944
-3,0.31622735,1,'.,8.7804,3.9068570137023926,2.2474332,27.7661
-3,0.31622735,2,;,8.427605,4.616227626800537,1.8256476,26.650461
-3,0.31622735,3,;,8.124836,4.616227626800537,1.7600596,25.693022
-3,0.31622735,4,),8.09793,4.763602256774902,1.6999593,25.607937
-3,0.31622735,5,$,8.062618,3.8832788467407227,2.0762398,25.496271
-3,0.31622735,6,description,7.997983,2.1444661617279053,3.7295916,25.291876
-3,0.31622735,7,);,7.940129,4.853755950927734,1.6358731,25.108925
-3,0.31622735,8,),7.9071946,4.763602256774902,1.6599191,25.004778
-3,0.31622735,9,,7.895835,4.86662483215332,1.6224458,24.968855
-3,0.31622735,10,();,7.8058686,3.88442325592041,2.009531,24.684357
-3,0.31622735,11,);,7.77497,4.853755950927734,1.6018461,24.586647
-3,0.31622735,12,,7.7414236,4.86662483215332,1.5907172,24.480564
-3,0.31622735,13,);,7.6980867,4.853755950927734,1.5860062,24.34352
-3,0.31622735,14,""";",7.686832,3.388413429260254,2.2685637,24.30793
-3,0.31622735,15,_{\,7.6242537,0.0,762425400.0,24.110039
-3,0.31622735,16,();,7.607134,3.88442325592041,1.9583689,24.0559
-3,0.31622735,17,';,7.544286,4.586758613586426,1.6447967,23.857159
-3,0.31622735,18,),7.5281,4.763602256774902,1.5803376,23.805975
-3,0.31622735,19,iscono,7.48872,0.0,748872000.0,23.681442
-3,0.31622735,20,];,7.454282,4.884385108947754,1.5261453,23.57254
-3,0.31622735,21,];,7.436388,4.884385108947754,1.5224819,23.515955
-3,0.31622735,22,.,7.427825,4.779178142547607,1.5542055,23.488876
-3,0.31622735,23,.,7.423931,4.779178142547607,1.5533907,23.476562
-3,0.31622735,24,rieron,7.3838587,0.0,738385860.0,23.349842
-3,0.31622735,25,""";",7.368124,3.388413429260254,2.1745057,23.300085
-3,0.31622735,26,)),7.314769,4.8912434577941895,1.4954824,23.131361
-3,0.31622735,27,！,7.3043146,3.9066832065582275,1.8696972,23.0983
-3,0.31622735,28,},7.2788634,4.702033996582031,1.5480244,23.017818
-3,0.31622735,29,';,7.226267,4.586758613586426,1.5754627,22.851492
-3,0.31622735,30,(book,7.2172966,0.0,721729660.0,22.823126
-3,0.31622735,31,;,7.2167726,4.616227626800537,1.5633485,22.821468
-3,0.31622735,32,The,7.2071695,4.467706680297852,1.6131698,22.791101
-3,0.31622735,33,вати,7.1922855,0.0,719228540.0,22.744034
-3,0.31622735,34,);,7.180597,4.853755950927734,1.4793898,22.707071
-3,0.31622735,35,));,7.1735287,4.747609615325928,1.5109769,22.68472
-3,0.31622735,36,));,7.1397495,4.747609615325928,1.503862,22.5779
-3,0.31622735,37,”。,7.129219,0.0,712921900.0,22.5446
-3,0.31622735,38,）。,7.12731,0.0,712731000.0,22.538563
-3,0.31622735,39,],7.1270475,4.270057201385498,1.6690754,22.537733
-3,0.31622735,40,$\,7.1052923,4.211852073669434,1.6869757,22.468937
-3,0.31622735,41,$,7.0930347,3.8832788467407227,1.8265582,22.430176
-3,0.31622735,42,।,7.0732374,4.887040615081787,1.4473457,22.36757
-3,0.31622735,43,());,7.031735,4.62565803527832,1.5201589,22.236328
-3,0.31622735,44,The,7.0114746,4.467706680297852,1.5693678,22.172258
-3,0.31622735,45,)],6.9728527,3.4847819805145264,2.0009437,22.050125
-3,0.31622735,46,""");",6.971583,4.343172073364258,1.6051823,22.04611
-3,0.31622735,47,,6.9658875,4.86662483215332,1.431359,22.0281
-3,0.31622735,48,'),6.9559107,4.4720916748046875,1.5554043,21.99655
-3,0.31622735,49,].,6.9452157,4.476693153381348,1.5514165,21.96273
-3,0.31622735,50,They,6.9398537,4.038198947906494,1.7185518,21.945774
-4,0.31622788,1,Hashtable,1.5932964,0.0,159329650.0,5.0384436
-4,0.31622788,2,тураһында,1.5193219,0.0,151932200.0,4.804516
-4,0.31622788,3,ტერესო,1.508346,0.0,150834600.0,4.769807
-4,0.31622788,4,институт,1.4918559,0.0,149185580.0,4.717661
-4,0.31622788,5,Hashtable,1.4536389,0.0,145363890.0,4.596808
-4,0.31622788,6,cluichí,1.452971,0.0,145297100.0,4.594696
-4,0.31622788,7,开奖结果查询,1.4505471,0.0,145054700.0,4.587031
-4,0.31622788,8,цҳауеит,1.4306996,0.0,143069950.0,4.5242677
-4,0.31622788,9,typedef,1.4261335,0.0,142613360.0,4.5098286
-4,0.31622788,10,ҟаҵара,1.4243698,0.0,142436980.0,4.504251
-4,0.31622788,11,inalg,1.4209325,0.0,142093250.0,4.4933815
-4,0.31622788,12,һөкүмәт,1.4130802,0.0,141308020.0,4.46855
-4,0.31622788,13,წლებში,1.411197,0.0,141119700.0,4.462595
-4,0.31622788,14,Oqartussat,1.4077053,0.0,140770530.0,4.4515533
-4,0.31622788,15,կոչ,1.3960706,0.0,139607060.0,4.414761
-4,0.31622788,16,әрвәр,1.3949839,0.0,139498380.0,4.411325
-4,0.31622788,17,<|startoftext|>,1.3900604,0.0,139006050.0,4.3957553
-4,0.31622788,18,өкмөт,1.3897421,0.0,138974200.0,4.3947487
-4,0.31622788,19,উপজেলা,1.3880292,0.0,138802930.0,4.3893323
-4,0.31622788,20,@implementation,1.3872844,0.0,138728450.0,4.3869767
-4,0.31622788,21,ജില്ലയിലെ,1.386322,0.0,138632210.0,4.3839335
-4,0.31622788,22,مطحنة,1.3849372,0.0,138493710.0,4.3795543
-4,0.31622788,23,न्दोलन,1.3837248,0.0,138372480.0,4.3757205
-4,0.31622788,24,ತಾಲೂಕಿನ,1.3655629,0.0,136556290.0,4.3182874
-4,0.31622788,25,რობა,1.3651837,0.0,136518370.0,4.317088
-4,0.31622788,26,иҳәеит,1.364277,0.0,136427700.0,4.314221
-4,0.31622788,27,preuve,1.3602214,0.12401241064071655,10.968429,4.301396
-4,0.31622788,28,حڪومت,1.3541758,0.0,135417580.0,4.2822785
-4,0.31622788,29,акоронавирус,1.3467895,0.0,134678940.0,4.2589207
-4,0.31622788,30,һөкүмитиниң,1.3366753,0.0,133667530.0,4.226937
-4,0.31622788,31,дробилка,1.3346756,0.0,133467550.0,4.220613
-4,0.31622788,32,Татарстан,1.3291087,0.0,132910870.0,4.203009
-4,0.31622788,33,CString,1.3259327,0.0,132593270.0,4.192966
-4,0.31622788,34,okviru,1.3231295,0.0,132312950.0,4.1841016
-4,0.31622788,35,中文字幕在线,1.3215251,0.0,132152510.0,4.1790276
-4,0.31622788,36,\Migrations,1.3204292,0.0,132042920.0,4.1755624
-4,0.31622788,37,హీరోయిన్,1.3137032,0.0,131370320.0,4.1542926
-4,0.31622788,38,/eclipse,1.3089801,0.0,130898010.0,4.139357
-4,0.31622788,39,GLIGENCE,1.3008307,0.0,130083070.0,4.1135864
-4,0.31622788,40,gesê,1.2995737,0.0,129957370.0,4.109611
-4,0.31622788,41,պատերազմի,1.2955356,0.0,129553560.0,4.096842
-4,0.31622788,42,香港赛马会,1.2953895,0.0,129538950.0,4.0963798
-4,0.31622788,43,calldata,1.2899648,0.0,128996480.0,4.0792255
-4,0.31622788,44,condemnation,1.2870454,0.0,128704536.0,4.0699935
-4,0.31622788,45,大发快三和值,1.2861662,0.0,128616616.0,4.067213
-4,0.31622788,46,地产官网,1.2841766,0.0,128417656.0,4.0609217
-4,0.31622788,47,بحران,1.2841575,0.0,128415750.0,4.060861
-4,0.31622788,48,intent,1.2808201,0.39157432317733765,3.2709503,4.0503073
-4,0.31622788,49,＿天天,1.27492,0.0,127492000.0,4.0316496
-4,0.31622788,50,među,1.2747173,-0.01789972186088562,71.214325,4.0310087
-5,0.31622797,1,Kalou,1.3226932,0.0,132269320.0,4.1827207
-5,0.31622797,2,demain,1.2729988,0.0,127299880.0,4.0255733
-5,0.31622797,3,('.')[,1.2504572,0.0,125045720.0,3.9542902
-5,0.31622797,4,Modimo,1.2313945,0.0,123139460.0,3.8940089
-5,0.31622797,5,وبين,1.22779,0.0,122779000.0,3.8826103
-5,0.31622797,6,намуда,1.2245592,0.0,122455920.0,3.8723936
-5,0.31622797,7,turpis,1.1970669,0.0,119706690.0,3.7854555
-5,0.31622797,8,Seren,1.1963183,0.0,119631820.0,3.783088
-5,0.31622797,9,nyddio,1.1958954,0.0,119589544.0,3.781751
-5,0.31622797,10,Fontaine,1.1562079,0.0,115620790.0,3.656248
-5,0.31622797,11,Mulungu,1.1467805,0.0,114678050.0,3.626436
-5,0.31622797,12,james,1.1302252,0.0,113022520.0,3.5740836
-5,0.31622797,13,Gabe,1.1278734,0.0,112787340.0,3.5666466
-5,0.31622797,14,crappy,1.1198846,0.0,111988460.0,3.5413837
-5,0.31622797,15,Middleton,1.1167123,0.0,111671230.0,3.531352
-5,0.31622797,16,Mondays,1.1033888,0.0,110338880.0,3.4892194
